,1back_percept_beta_wrong,1back_percept_beta_right,curr_stim_beta_wrong,curr_stim_beta_right
1,0.8455680269272486,0.3802118476264466,1.191313900333791,1.2325538549003285
2,0.07065241963328071,0.1678285649664822,1.0799196079655402,1.095591698002874
3,0.3740334016281652,0.14066238597815722,1.0799196079655404,1.12784893948535
4,0.851890720803665,0.29587605704326697,1.2358496236908654,1.1154643360027106
5,0.638170318414707,0.29814867728501376,1.1337865235171682,1.0881456838348769
6,0.3562249664072365,0.19236507689762117,1.1332536309478842,1.1163186815173458
7,0.4194995287862541,0.42041315302532684,1.2079568891505243,1.168476091181386
8,0.33647223662121234,0.3962326908809045,0.9162907318741549,1.2132052215531957
9,0.5556848564316377,0.15386284226435878,1.3991142400409209,1.0372367591253715
10,0.17311420578328876,0.07480876518807339,1.0604174007841918,1.067288635419775
11,0.2924797612348986,0.1828190753099275,0.8620129858276674,1.2640999076263975
12,0.3112648066729962,0.22793130024473882,1.1302922331219445,1.1012046470352035
13,-0.17212494678630072,-0.25153922068524204,0.7892862203683239,1.1277864711185557
14,-0.02561113456902251,0.20608827134807547,0.8393863029175829,1.3047005600161858
15,0.7588151815904889,0.28902194781630663,0.9788770663672904,1.0152299906371403
16,0.2290845857993667,0.1987164682054502,1.1163877808002696,1.1150072000796059
17,0.2828833708986461,-0.03429717698341603,1.3360332854899981,1.0571976439158306
18,0.2572727024342611,0.1850139781174073,1.2223535984778484,1.0712272547542843
19,0.6590444972977716,0.17991600524574902,1.4907778411438637,1.118185643838678
20,-0.032194583546766714,0.17311290224535716,1.3066975386785402,1.065261328797912
21,0.26978751852598837,0.1361538143326791,1.0630181576429159,1.1745709422173667
22,0.0846247376133011,0.16466750412482112,1.0962256492917808,1.064306602406533
23,-0.0994284002667329,0.12387307947712414,1.0617042453827106,1.1108713835155657
