Subject,-1_back_Correct,-1_back_Incorrect,0_back_Correct,0_back_Incorrect,1_back_Correct,1_back_Incorrect,2_back_Correct,2_back_Incorrect,3_back_Correct,3_back_Incorrect,4_back_Correct,4_back_Incorrect,5_back_Correct,5_back_Incorrect,6_back_Correct,6_back_Incorrect,7_back_Correct,7_back_Incorrect,8_back_Correct,8_back_Incorrect,9_back_Correct,9_back_Incorrect,10_back_Correct,10_back_Incorrect,11_back_Correct,11_back_Incorrect,12_back_Correct,12_back_Incorrect,13_back_Correct,13_back_Incorrect,14_back_Correct,14_back_Incorrect,15_back_Correct,15_back_Incorrect,-1_back_Correct,-1_back_Incorrect,0_back_Correct,0_back_Incorrect,1_back_Correct,1_back_Incorrect,2_back_Correct,2_back_Incorrect,3_back_Correct,3_back_Incorrect,4_back_Correct,4_back_Incorrect,5_back_Correct,5_back_Incorrect,6_back_Correct,6_back_Incorrect,7_back_Correct,7_back_Incorrect,8_back_Correct,8_back_Incorrect,9_back_Correct,9_back_Incorrect,10_back_Correct,10_back_Incorrect,11_back_Correct,11_back_Incorrect,12_back_Correct,12_back_Incorrect,13_back_Correct,13_back_Incorrect,14_back_Correct,14_back_Incorrect,15_back_Correct,15_back_Incorrect
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0.24222887311978342,0.2195948999745811,0.2324063271271402,0.25128644424038826,0.24594618378855623,0.20212956991560338,0.2357191362858801,0.23703269072990993,0.23243246468059114,0.23838745821760762,0.23255791485162391,0.2342955691407298,0.23193909970206592,0.23460355352624904,0.22555169786510437,0.2560781807744775,0.2341607758417154,0.22496760887904385,0.2307214543670287,0.23311908854943822,0.23006608003016762,0.2323689086824635,0.23368927720859559,0.22932825726555633,0.23544993639571624,0.22676136597919028,0.23281967712585683,0.2286317869398517,0.23014551063239685,0.24347337107218894,0.2408655974244689,0.2093707941305829,0.23050264281606436,0.22904781600389662
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0.25459783907646116,0.25980576302868075,0.2339784056939936,0.3153818643696019,0.24735700353520423,0.2542723772392187,0.24355134918773058,0.2641414501419286,0.25269264375122175,0.2394752968781882,0.24634973778983546,0.2534940223888017,0.25250060133103763,0.23636533093612302,0.24778118594939386,0.25252036061755556,0.2476822410382406,0.25240166839641603,0.24583994442747673,0.24357579398337276,0.24831219820287811,0.23842468611985157,0.2451482111478373,0.24608349646465447,0.24463257830145563,0.24772350245559238,0.24813381623001715,0.24344221958757953,0.24515769010490557,0.2427955638139753,0.2430754553404714,0.2398587096485912,0.2496854595807151,0.23380249704817327
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0.2669593745076696,0.2692937060598983,0.26414244068809833,0.27737312974814754,0.26168302868083704,0.27632052396246704,0.2672439285369103,0.25206842873166135,0.26374113911084673,0.2648800404515139,0.26408261865947186,0.26418145596477094,0.26986632184313325,0.251381003924097,0.26666855259266925,0.2677765454124855,0.26367210522085033,0.2768178506809592,0.26494764805164983,0.27259025140804,0.2643271464314906,0.27936019530001577,0.2669617341484899,0.2778176693500253,0.26562390672601965,0.27592759922586374,0.2606075369860504,0.28359775226154876,0.26354574977588124,0.2858014203977262,0.26670831873977285,0.2726959288809402,0.26776214901283957,0.26731462610257284
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0.28008333586960793,0.2701804517918059,0.2551478508834079,0.3405676511793527,0.27272729950881647,0.2834536805474043,0.2717209826186107,0.27911931933591155,0.26882312977875894,0.2855677765443706,0.27170734757353443,0.2812168694794388,0.269514647524039,0.2785478659587565,0.27564290529075924,0.2699190123310694,0.2757241613522582,0.27408896983290465,0.2772509603935247,0.2762156920233311,0.27017768294790423,0.29067614302325345,0.2726218193712215,0.2886115937131203,0.28615758976444317,0.25847800912491026,0.27679433785922924,0.2758183785449941,0.2862799592376364,0.25975393301359356,0.28179263105270186,0.27080635738442843,0.27823738195394043,0.27719912299155325
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0.3072157645506183,0.29725779752108406,0.30441401838481175,0.3079673487557685,0.29571281758613854,0.3140613893144287,0.289211314522536,0.32730807203332424,0.2952258097724691,0.3115241135651673,0.2915391797197599,0.32447215377848443,0.29536780731697093,0.31106263105141924,0.3052414261038031,0.2827598215499444,0.29657542844459683,0.31288416346202974,0.2969355551881173,0.31409252264164106,0.3034453109731048,0.3101566914393418,0.29989241078997375,0.3168650061534176,0.30588648099841903,0.2976897591362591,0.30194268624148046,0.3069243078183805,0.30540078785421454,0.30595872943186037,0.3031762500654108,0.3160145683464308,0.302852499483601,0.3183508098654523
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0.30668204548196276,0.3074197847620634,0.29486361323572574,0.338140122257594,0.3107263433016777,0.27340622473123083,0.30088582230796673,0.28972096681720005,0.2968864574209388,0.30393045826391496,0.28914661139897013,0.3100575457903601,0.29973028768135695,0.28760565825635787,0.2984569639389266,0.2935279807180831,0.2990918224119966,0.3020769251496007,0.30459334487650247,0.2830266735087119,0.29989483991558175,0.3023037148354225,0.3024961031089515,0.29153279497924545,0.3003138458249151,0.30003740422116,0.3013595004467275,0.30112963390428354,0.3027749496964368,0.298505772904916,0.2952424572466406,0.31897135603318494,0.2946306187995413,0.32200763659908455
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,0.2652680673093142,0.28629238148473846,0.2476908498847421,0.3421173042121465,0.2636457932378466,0.28380207610755587,0.26036062062826293,0.2885378011837971,0.2643193873153381,0.2687139762838213,0.2628449907021633,0.28240579174189917,0.2653865544684025,0.2724010862061538,0.26480977702484754,0.2650550443147245,0.26619813238887524,0.27988073955600773,0.2658860165397893,0.277106517924214,0.273399159414153,0.26721565736356584,0.27055177937730057,0.265480025579505,0.2702986134376468,0.2695863675128474,0.27210658199266025,0.2693459714426906,0.2713548223541572,0.2583459549199349,0.2735167683391257,0.2607329851615466,0.2665579373373087,0.256320190169331
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,0.2715481813273123,0.2976166604146001,0.2615815763886119,0.323239001461677,0.27189574041538817,0.27303337212738527,0.2735284937184217,0.2604479569448692,0.26525775497830406,0.28780179854647187,0.2632049089387382,0.29848100777440495,0.2681355072562033,0.2716268297188444,0.27672537227530203,0.2549497846654257,0.26742051806751244,0.28153630447768535,0.2665906361758564,0.281854798443039,0.2694021909687697,0.2800848952758738,0.2656208273860491,0.2916024236338714,0.26782983229353957,0.27769193923715585,0.2803831952408939,0.2552026030262595,0.27088350844485953,0.2823410094764938,0.27834252814910715,0.27380224862325286,0.2663114820394321,0.28926650126655007
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,0.20788048201286574,0.20733228822252178,0.18005991309807573,0.3039114699533346,0.21020263415569002,0.19734713005411514,0.2138008476084634,0.18913095790179918,0.208864049566505,0.20133320659242387,0.2026365737592925,0.22763202291430215,0.20734261757624833,0.2201487973367359,0.2150201507943859,0.201738556947812,0.21514263860823055,0.21020675570986355,0.21234638284396823,0.2129210295825875,0.21061916410312764,0.21750301352533946,0.21375287548347854,0.20853143511086603,0.21530098289301955,0.22271396453110412,0.2165595054552792,0.2096170907936299,0.2164470301112043,0.21035125547871836,0.21747926734765594,0.20333774224598877,0.2188978168850116,0.20103778168990286
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0.22787387218088812,0.22554435601390965,0.2160939527398597,0.2545797944045894,0.22492112624518254,0.24434665462581945,0.2207979779341322,0.24853547411626456,0.23105931766217722,0.21652093105647907,0.22609224907497955,0.23238689690561545,0.21961198847549665,0.24171770244395702,0.2249613698475926,0.22714920240319975,0.22194938544755857,0.24027620211532255,0.22592220108565103,0.22928697430814232,0.2265834766459379,0.23230276809867573,0.22816039296526416,0.23642648736535285,0.22653200903552265,0.24483576962434578,0.22844515145974637,0.2314720857109525,0.23107398856410927,0.2239472466893228,0.2271768636426418,0.21906263034573556,0.2255794801229481,0.23087323512737737
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0.3102117003966388,0.3280580730591923,0.30712568714068095,0.33654004024872997,0.317165609066902,0.2947390014102539,0.3093317896726358,0.3097706409345641,0.30799143568354576,0.3184259523091737,0.30718113891491383,0.31866661541659685,0.31305248035798955,0.29442594721283066,0.30998433621291427,0.3135401729899723,0.3107705091652556,0.31232149587946784,0.3143914834829824,0.29503552894839724,0.3113051776841958,0.32012769122767604,0.3147216712909259,0.3074688871241273,0.3083723823280884,0.31434712736135406,0.31096625142813816,0.31513150099660747,0.3109409563159603,0.318501528246495,0.31698188121101695,0.3015179915165955,0.3150319622089465,0.3014145899850096
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0.23103026295278756,0.20339210983041228,0.20167344752841662,0.3064424132104979,0.22266011133519537,0.21866184480661682,0.22321510639208716,0.20792480162452098,0.21194575170464428,0.23559805164648706,0.21559679449312852,0.22348886655507325,0.21333155294593875,0.22003081940400881,0.2140437272181302,0.22943462433621278,0.2172235374704683,0.21112123512228428,0.2142242382580884,0.2294774615345374,0.21755166886370475,0.228043777272691,0.22377836165022505,0.2015757865780825,0.2173042678042311,0.2218553300212625,0.227012827507507,0.19128764813735002,0.2159082714092892,0.22696041669397032,0.22193570322948544,0.20293949494993285,0.22702175836377111,0.19863169033244193
