Subject,1_back_Averaged,1_back_Correct,1_back_Incorrect,2_back_Averaged,2_back_Correct,2_back_Incorrect,3_back_Averaged,3_back_Correct,3_back_Incorrect,4_back_Averaged,4_back_Correct,4_back_Incorrect,5_back_Averaged,5_back_Correct,5_back_Incorrect,6_back_Averaged,6_back_Correct,6_back_Incorrect,7_back_Averaged,7_back_Correct,7_back_Incorrect,8_back_Averaged,8_back_Correct,8_back_Incorrect,9_back_Averaged,9_back_Correct,9_back_Incorrect,10_back_Averaged,10_back_Correct,10_back_Incorrect
1,0.3236013243675151,0.21251080522547494,0.694593407167057,0.433717540605177,0.326185036049194,0.7921797917513506,0.30483106321500164,0.2399179487535233,0.6126275764327287,0.40915661185900754,0.2504859553181633,1.0108226794818325,0.38609131580603234,0.29542625062041394,0.6452932790590986,0.18535330204643063,0.1387880502944927,0.2779374755925937,0.18585138785320843,0.18255596755516323,0.17306577125539413,0.16500567772823294,0.003680137736513517,0.8013564360043108,0.20115986251731457,0.10413614725884582,0.632561401534746,0.15907600685111736,0.10408704954207862,0.3168513030955621
2,0.1429725934645458,0.1681324005172828,-9.750829811878102e-05,0.10182239597592158,0.08923300385431177,0.10369879590243704,0.00012955696280230952,0.013475158117657354,0.031397526663495615,0.09225701895934464,-0.032504237263706326,0.4543675828804865,0.054719042990798564,0.05579191067361186,0.037017805258700784,0.06260220888044278,0.10434352007564858,-0.05719555961189541,0.02081342402469894,0.015639447366345684,0.024584806381217857,-0.1575359871620412,-0.07177851762863338,-0.6498637142324125,0.11046406977542568,0.05454332603765834,0.24066942105257597,0.07881788863533519,0.033294729820672046,0.20752732019743828
3,0.15886872876447694,0.09051513957152936,0.371686391643361,0.22042206208462295,0.26821544936394154,0.16956486521129877,0.19917307675848833,0.215005745952773,0.21865371639093834,0.2371358115175451,0.33099296313200643,-0.06567839463914689,0.07048382842265608,0.16785791528972124,-0.24011423608390312,0.132384164819149,0.10054803224902006,0.258893401576497,-0.007778179135790736,0.009195427373404924,-0.1417042637887821,0.12182853508967753,0.0573439877354672,0.5207421591309972,0.045487529871317114,-0.09081639122994452,0.492024710712401,0.20977707071678076,0.08955127656260839,0.6860836162739332
4,0.2460129436241196,0.11192825051413116,0.7829014373874028,0.1619760364498541,0.18133362286900628,-0.020334802005823632,0.23377103411525074,0.08984165674856781,0.6962670453345563,0.14202211695490324,0.15778026639439235,0.06369813122223594,-0.022759985936725763,-0.03600012785743109,0.03346051885885523,0.15838244485571704,0.0628379219179844,0.6583608225312447,-0.06973465179796898,-0.1866917473607333,0.31015973181496503,0.08459773899822445,0.004729793343634381,0.3283107155856888,0.2137237862166455,0.1332932127279131,0.462343384567833,-0.07202457760797729,-0.14182400733926392,0.1895418231697602
5,0.06072069183553497,-0.040057289721468214,0.36767784560395084,0.23696856108804415,0.04450747674657568,0.8537017591577478,0.09283197294134804,-0.06266667349531735,0.49255356100583325,0.268197909323402,0.1955763314161661,0.36073802662337123,0.139427974887396,0.02271083467429036,0.6179764729060782,0.2755944343948044,0.3587635393735961,-0.03713065236667659,0.20792761959772088,0.10836904553094956,0.550428806690444,0.09736633435923808,-0.05162695737018469,0.5460397464274155,0.13983954379426744,-0.009319808602648444,0.9301527447464106,-0.01367586337650259,-0.21911264572380473,0.5824673750357807
6,0.2122040941677236,0.1700342910996147,0.3018986444602743,0.045313303461177,0.10139434743827533,-0.16359522821523376,0.02459088169729439,0.10880359356859759,-0.41147361734816185,-0.021328309100777525,0.024154692636719464,-0.24618845143749532,-0.041598769375595285,0.054972009761459634,-0.32602046297640114,-0.10843453849694172,-0.03919100219834886,-0.36856167049184624,0.04779464891640748,-0.026925783990612802,0.2008463624413994,0.09584782523747562,0.17064504553545673,-0.1542937495188393,-0.07035067882174817,-0.16623603349640656,0.19364153981480736,-0.03992083640625138,-0.027325549135031543,-0.09227704264523462
7,0.3912909997371504,0.4290203895167369,0.30207099616915567,0.2155074829952254,0.07642979738452849,0.6545604883552643,0.3618440573757493,0.248733528766911,0.7880078262659179,0.20023495498563212,0.228970327471982,0.01308719497107129,0.15944204149554755,0.23161595623300013,-0.11823302556144612,0.18474266200830963,0.22535458030119243,-0.016657705476507814,0.19116232413677697,0.16675967472920378,0.2283703878050834,0.13144341593239037,0.05119948274848102,0.4480824273406257,0.08021491029844695,0.015653398696673468,0.5704041249673649,0.11281961279560557,0.051132948006956926,0.1980779891274862
8,0.4096522411178986,0.39567879516102716,0.42772155301662834,0.22779848894084484,0.1853967018553294,0.3276345703498742,0.16212462716421844,0.10493488719520568,0.2924909335666799,0.08041495691486972,0.05161129894171365,0.16673790365523633,0.08843878478672047,0.13714290242264104,-0.07828519023717685,0.1183718395111275,0.0122098660652981,0.4166134525123862,0.02409056070689128,-0.005907568422682308,0.08122305373916135,0.0358771410197876,0.02269582770713191,0.024173953696045677,0.05862079297594998,0.09776904388054451,-0.027502135078975545,-0.08626074933633275,-0.010241332359437472,-0.3670087144409722
9,0.24114258603665437,0.19987269414188988,0.2816374031002537,0.17003927564747576,0.17056017021662945,0.1388227160522569,0.22174744091137144,0.20373836312754773,0.33092910628204497,0.11253549144930317,0.0976713723870777,0.20950508582108315,0.11198373919702331,0.16097629103134084,-0.17269950004503704,0.12952688135985374,0.08307510976122354,0.2468907119343496,0.14630457539492953,0.06646887439082572,0.36631462014709826,0.15756021403048173,0.25509903991298455,-0.3589103178999113,0.17388196684701757,0.023433769069925718,0.6854250321603959,0.12070657782111503,0.07748491337126412,0.22346623278083896
10,0.02501637178264081,0.017436007186444766,0.024571270968327286,0.09800360928230548,0.12705803153923984,0.01769088557557528,0.22424153404911973,0.19086604925629108,0.39232028082490394,0.22599076455753414,0.26686619971745684,0.0449400442598,0.10187014100429556,0.12153492910758709,0.09127861650970237,0.0486280248003263,0.08484875175387571,0.01610311154509525,0.08331381398790087,0.09557185518006266,0.037501699027393184,-0.18138163993359313,-0.21490555707620035,-0.063052295914624,0.0027480887464541304,0.0008955496585193179,0.010703996506600671,0.04352792282306842,0.020851507065786777,0.11689886005362071
11,0.22673676011154936,0.16930287823406248,0.3299098183991147,0.1128188158913716,0.21012562705509719,-0.19537819009293675,0.22227227209653086,0.20195673030822137,0.1976811674479428,0.07090205906601782,0.0698745980402199,0.019661876803634296,0.13724834343800732,0.2803547471921938,-0.3695311898881274,0.17601587918147554,0.248965359131528,-0.05144069420030504,-0.01931375496383992,0.07464768437070546,-0.5570669570675337,-0.04275101996301903,-0.05819258461976959,0.014585882105548769,-0.09959972309500731,-0.10699853950192559,-0.0467145098060703,-0.05444024553178034,0.004973701332957589,-0.2075717992013036
12,0.17966065031215733,0.1679379752769752,0.25078488636236484,0.04501659502098142,0.029253599726639892,0.0842180323317908,0.20681633902694724,0.19200546657540496,0.20491075623979785,-0.0010305867662518259,-0.036920118604333946,0.21395890926886826,0.10656669640048311,0.07856398730249174,0.17181193182802554,0.28109367405250185,0.28207941654962754,0.3508225499491152,0.17268134443128633,0.17345765648764372,0.10454180704036195,0.01188699661650381,0.029189183515700524,-0.16072781505956557,0.13935217718973233,0.1817090256415483,-0.04705145499026278,0.022814582799025332,0.08614964459983525,-0.1591332099397212
13,-0.26710054297932256,-0.2926146624501832,-0.21925565096859229,0.07341028835780564,0.09766496993847906,0.06806097270541868,0.08498647044250802,0.22187724616227905,-0.3012127139923324,0.06483695985747993,0.05879174812822594,0.11284125677663714,0.2447425853765402,0.2333522871731194,0.3166432441600591,-0.10066757404354086,-0.13030406578705972,-0.014587237293157813,0.07916983901816949,0.04014160186133307,0.19938846609162494,0.07242956182158947,0.04739598241379491,0.15431914735202834,0.04798518143463265,-0.02292842956374655,0.24938599606945158,0.05888802947681477,0.04694509842353992,0.08725266914237653
14,0.06729132932092718,0.13619549785088242,-0.13043985052855095,0.16627026142793436,0.15294388527841127,0.15801049842236556,0.13982763653926525,0.199866516569517,-0.027598335569378213,0.19571373509534565,0.1810350904369088,0.31213446678164614,0.14415640725959838,0.14635437842169013,0.19295488646834047,0.11228679654040469,0.17865116032549896,-0.11523952159635645,-0.07776910352357719,-0.09955344045042921,-0.0307303685217108,-0.05976441706337088,-0.20416264919238428,0.39751567379765407,-0.03142448457747701,0.037003973050179426,-0.29153336880020303,0.10195200502646018,0.04176680232303675,0.2673881206347199
