Subject,1_back_Perceptual,1_back_Motor,2_back_Perceptual,2_back_Motor,3_back_Perceptual,3_back_Motor,4_back_Perceptual,4_back_Motor,5_back_Perceptual,5_back_Motor,6_back_Perceptual,6_back_Motor,7_back_Perceptual,7_back_Motor,8_back_Perceptual,8_back_Motor,9_back_Perceptual,9_back_Motor,10_back_Perceptual,10_back_Motor
18,0.04565187115205479,0.0029348714937071107,0.03890662247208437,2.8656567232120678e-05,0.04768407694843445,-0.01923352260506034,0.05617965915940987,-0.024704019183252744,0.04224184076620758,0.010926052551267112,0.06164187663768984,-0.025987228463101964,0.05056490897566158,0.0032893988449078405,0.032534129328470045,-0.0017809037820498135,0.03650340097018575,-0.0029712551063022373,0.030662111927193952,-0.00037695045348252104
19,0.050846416522029286,0.02469582592211647,0.030560346251950813,0.03315093886941405,0.021548983642086558,0.01868546726416318,0.03156109074134359,0.017429386182250192,0.019072148693470525,0.021991473342926473,0.041190431172261045,0.01588459414086215,0.023762344536691522,0.01283564384401863,0.014943600010544351,0.030463462480630702,0.02031122967449801,0.0427801704612799,0.025257461593666587,0.03462811757699821
20,0.03615419640581577,0.0028944731799478286,0.03393647927179036,-0.003828831542321106,0.03505354642552583,-0.009731660819920001,0.05865363219544115,-0.01100707810449521,0.048527659003993105,-0.007474204209168706,0.02937409537433994,-0.0042966593350250385,0.04500957314017179,-0.005075727932058096,0.04304381558005792,-0.005806233525329118,0.029705995127080352,-0.009269060571267475,0.04064571955153315,-0.0002020822971497388
21,0.10436436576079337,0.0820176764486409,0.10763613479077833,0.06504674100233436,0.11358898635050502,0.07163883528433507,0.09990250352492376,0.054441876313750734,0.09852037811837136,0.07402107982621808,0.09911899095625448,0.045328078037348264,0.09707749350482466,0.061566532212440635,0.09788160204795164,0.05221265827934441,0.11975428851117903,0.040805385747836195,0.09838846162600483,0.054252556062660134
22,0.031151713157503712,-0.0023911796258501293,0.04325694215127512,-0.0051573481606880765,0.0723876773073973,0.011709274631923401,0.04412006509249748,-0.003099471236203385,0.04568217407802749,0.0076688711331617,0.0634185732499697,-0.003903337886932786,0.05208908616726548,-0.011529935556363068,0.07233347869601174,0.007875679918557511,0.06590475292166595,0.019764765170425896,0.051502056481655005,0.00011007659962010793
23,0.034853599204444925,0.028709149549871377,0.018150672793312828,0.011968557160751568,0.023235596665108806,0.014770242430562318,0.05741528973952807,0.00761920133827096,0.02711995252526725,0.012728336744418638,0.017497805575038872,0.019690097189465763,0.03003522222600107,0.02038820674614929,0.051111088684094544,-0.010837080619329443,0.0319396989417249,0.013037503893486228,0.019572106858632796,0.014549197968566227
24,0.18892490047789579,0.03216865034004929,0.17647544846861024,0.023813613562040762,0.1920884169781869,0.03919428985837848,0.19127424228214523,0.02003437791050945,0.18165730584104073,0.02597190960631907,0.18890077359246443,0.03520584351179372,0.18328217721139897,0.03921385270145502,0.17904295050973001,0.022569797069314338,0.18299359320601435,0.03268875714603094,0.1817568599538549,0.003446992345267539
25,0.07258733321888984,0.0056537365212198975,0.04815717850483042,0.014403817996862987,0.06783922207968532,-0.007710225244189143,0.05776244790593715,0.015320267637117715,0.06176003778357446,-0.0034981995582275267,0.055019467572200345,0.011530623555895552,0.06578901224692169,0.017419432642349977,0.06560296983992403,0.00706490381187546,0.0717868758837686,0.022926295091768162,0.07070966601632622,0.02237052587518541
26,0.05307458457745714,2.1047698177972806e-05,0.04625782712697288,-0.03503344649248334,0.0622952558278359,0.008465092599644269,0.05580948623282474,0.0007451083893055897,0.056406481859325605,0.00393259882133149,0.05715533416238811,0.005559672362488956,0.05516391717189878,-0.012863978981799373,0.04694417505759609,-0.007064842847364331,0.04211844887060548,0.0005726316514634253,0.052827134125795476,0.0021796585752726335
27,0.03452570149939498,0.06084198956684014,0.002280857485302748,0.06370514084134764,0.017310948033005723,0.06257774529247508,0.02016538228412844,0.050261871530532874,0.029427200909696746,0.05071175456530845,0.017619230289077307,0.059804823664557916,0.024146002131406587,0.044614280676813466,0.016703624347123244,0.05981511667588874,0.01783951721536007,0.05782665021944888,0.01428118777511758,0.05295342745648888
28,0.21720137789291766,-0.004934883850251991,0.22678923274868382,-0.014072809424665166,0.21912526551571382,-0.0219340404492557,0.20800593978460857,-0.021458352869895857,0.22745328640850226,-0.022869488973960128,0.21005905078158932,-0.0235548856435147,0.2335054678300595,-0.017505777078297327,0.2142636763212216,-0.015123919432333145,0.2080728772231047,-0.027379496493435934,0.22132698244988133,-0.016259172150543563
29,0.06956467631599825,-0.02712871245121755,0.06490035050528885,-0.028218563811995154,0.06752969645220233,-0.024486779990128143,0.07887505364911984,-0.026131883497404678,0.07472606703517401,-0.020916561124968102,0.07202008582475378,-0.03877404266870873,0.05483963914917369,-0.03389280638536146,0.07152979954820957,-0.02312762135302391,0.09401583015526079,-0.018213090087353223,0.06716468908086473,-0.020497959540621346
30,0.05375340000859444,-0.003326380906323133,0.058876538202455225,-0.004068889036835534,0.04781402989001017,-0.006056037303684193,0.05701558244264251,-0.0076391641417409,0.05521192143220897,-0.009811189096171926,0.06144128137660989,0.009608283894397553,0.06153293520836369,0.00016149006715533224,0.07413227114916127,0.013888583636701335,0.03269332915660859,0.010794685167826081,0.051661633698806,-0.0027070149400947483
31,0.008571788541907356,-0.03948965376426938,0.03477660539897327,-0.024237403875058336,0.01749458446428435,-0.03418158226427588,0.01551274202755576,-0.036193750638318894,0.024872479598844054,-0.04365803653453081,0.019585497337708896,-0.03894876438276736,0.035061835537886214,-0.03912893423665802,0.04465211965515093,-0.042936603639691755,0.010037436993526255,-0.017654706080335678,0.055528841624960495,-0.01702369094188816
32,0.04690207104691647,-0.037692151743101435,0.05449845001320898,-0.013444265299064022,0.03701278074951549,-0.024208081281102526,0.05119043012402529,-0.033972551553662036,0.05572427567372545,-0.025360517513103312,0.045465056815953045,-0.02143109633853357,0.04276376411461209,-0.035495503761906105,0.035944124252367905,-0.030905818035022528,0.04078740752632703,-0.02455301820989385,0.059778465614858015,-0.03914476199562857
